method,system,d_site,N,n_qubits,n_qutrits,hybrid_label,K,fidelity_mean,fidelity_std,setting_size
DSATUR,qubit,2,2,2,0,,1,0.882039905,0.025919954,3
DSATUR,qubit,2,2,2,0,,2,0.908957851,0.030194361,3
DSATUR,qubit,2,2,2,0,,3,0.937421388,0.02758519,3
DSATUR,qubit,2,2,2,0,,4,0.968949653,0.017926333,3
DSATUR,qubit,2,2,2,0,,5,1,7.57E-15,3
DSATUR,qubit,2,3,3,0,,1,0.865808072,0.01920039,7
DSATUR,qubit,2,3,3,0,,2,0.875710278,0.018836022,6
DSATUR,qubit,2,3,3,0,,3,0.888484317,0.018565244,6
DSATUR,qubit,2,3,3,0,,4,0.905564413,0.017163554,6
DSATUR,qubit,2,3,3,0,,5,0.921964771,0.014550403,6
DSATUR,qubit,2,3,3,0,,6,0.928635628,0.012759035,4
DSATUR,qubit,2,3,3,0,,7,0.9333357,0.012217292,4
DSATUR,qubit,2,3,3,0,,8,0.942788292,0.012872928,4
DSATUR,qubit,2,3,3,0,,9,0.947428598,0.010612101,4
DSATUR,qubit,2,3,3,0,,10,0.956332805,0.008190908,4
DSATUR,qubit,2,3,3,0,,11,0.968622159,0.006699551,3
DSATUR,qubit,2,3,3,0,,12,0.978019697,0.008256614,3
DSATUR,qubit,2,3,3,0,,13,0.989389302,0.006834976,3
DSATUR,qubit,2,3,3,0,,14,1,8.12E-15,3
DSATUR,qubit,2,4,4,0,,1,0.864111647,0.012136863,15
DSATUR,qubit,2,4,4,0,,2,0.87227847,0.011408994,15
DSATUR,qubit,2,4,4,0,,3,0.879598269,0.009034653,14
DSATUR,qubit,2,4,4,0,,4,0.887903421,0.008667633,14
DSATUR,qubit,2,4,4,0,,5,0.89634685,0.01122032,13
DSATUR,qubit,2,4,4,0,,6,0.904808858,0.010372887,13
DSATUR,qubit,2,4,4,0,,7,0.910098301,0.010086652,13
DSATUR,qubit,2,4,4,0,,8,0.91546491,0.010236423,12
DSATUR,qubit,2,4,4,0,,9,0.922609845,0.009397826,11
DSATUR,qubit,2,4,4,0,,10,0.929998879,0.009209965,11
DSATUR,qubit,2,4,4,0,,11,0.936204423,0.007968178,10
DSATUR,qubit,2,4,4,0,,12,0.941715816,0.008775843,10
DSATUR,qubit,2,4,4,0,,13,0.948750116,0.008480272,10
DSATUR,qubit,2,4,4,0,,14,0.954018727,0.009288561,10
DSATUR,qubit,2,4,4,0,,15,0.959701584,0.009066661,9
DSATUR,qubit,2,4,4,0,,16,0.963700638,0.009320449,9
DSATUR,qubit,2,4,4,0,,17,0.969781875,0.007526634,9
DSATUR,qubit,2,4,4,0,,18,0.9754761,0.006778299,8
DSATUR,qubit,2,4,4,0,,19,0.982465304,0.004830361,7
DSATUR,qubit,2,4,4,0,,20,0.987532403,0.003783864,7
DSATUR,qubit,2,4,4,0,,21,0.992232114,0.003364639,6
DSATUR,qubit,2,4,4,0,,22,0.994568506,0.003311546,6
DSATUR,qubit,2,4,4,0,,23,0.994568507,0.003311546,5
DSATUR,qubit,2,4,4,0,,24,0.99666318,0.002405182,4
DSATUR,qubit,2,4,4,0,,25,0.998865482,0.001182298,4
DSATUR,qubit,2,4,4,0,,26,0.998865482,0.001182298,3
DSATUR,qubit,2,4,4,0,,27,0.998865482,0.001182298,3
DSATUR,qubit,2,4,4,0,,28,0.998865482,0.001182298,2
DSATUR,qubit,2,4,4,0,,29,1,4.25E-15,2
DSATUR,qubit,2,5,5,0,,1,0.855215347,0.002809269,31
DSATUR,qubit,2,5,5,0,,2,0.860011839,0.002428371,31
DSATUR,qubit,2,5,5,0,,3,0.865113234,0.002358274,30
DSATUR,qubit,2,5,5,0,,4,0.870707083,0.002991078,29
DSATUR,qubit,2,5,5,0,,5,0.875125685,0.002757439,28
DSATUR,qubit,2,5,5,0,,6,0.8798803,0.002848843,28
DSATUR,qubit,2,5,5,0,,7,0.883866649,0.003055522,27
DSATUR,qubit,2,5,5,0,,8,0.887151932,0.003649241,26
DSATUR,qubit,2,5,5,0,,9,0.89155694,0.003558161,25
DSATUR,qubit,2,5,5,0,,10,0.896283638,0.003201654,25
DSATUR,qubit,2,5,5,0,,11,0.89942606,0.003428548,25
DSATUR,qubit,2,5,5,0,,12,0.903024878,0.003556363,25
DSATUR,qubit,2,5,5,0,,13,0.90663368,0.004157557,25
DSATUR,qubit,2,5,5,0,,14,0.90957985,0.004107949,25
DSATUR,qubit,2,5,5,0,,15,0.913679359,0.003697798,24
DSATUR,qubit,2,5,5,0,,16,0.916706992,0.004025382,24
DSATUR,qubit,2,5,5,0,,17,0.920195055,0.004468845,24
DSATUR,qubit,2,5,5,0,,18,0.923113779,0.004020511,23
DSATUR,qubit,2,5,5,0,,19,0.926119174,0.004246848,23
DSATUR,qubit,2,5,5,0,,20,0.928866675,0.003731752,22
DSATUR,qubit,2,5,5,0,,21,0.932530425,0.00372588,22
DSATUR,qubit,2,5,5,0,,22,0.934715078,0.002804113,20
DSATUR,qubit,2,5,5,0,,23,0.937455077,0.003057647,19
DSATUR,qubit,2,5,5,0,,24,0.939714923,0.003686131,18
DSATUR,qubit,2,5,5,0,,25,0.941721158,0.00397856,18
DSATUR,qubit,2,5,5,0,,26,0.944015142,0.003400479,16
DSATUR,qubit,2,5,5,0,,27,0.946524665,0.003356119,16
DSATUR,qubit,2,5,5,0,,28,0.948486312,0.003475634,16
DSATUR,qubit,2,5,5,0,,29,0.950661338,0.003307529,16
DSATUR,qubit,2,5,5,0,,30,0.953136033,0.003139975,16
DSATUR,qubit,2,5,5,0,,31,0.955126521,0.003216577,15
DSATUR,qubit,2,5,5,0,,32,0.958039132,0.003703975,14
DSATUR,qubit,2,5,5,0,,33,0.960186904,0.003820938,14
DSATUR,qubit,2,5,5,0,,34,0.962339394,0.004008239,13
DSATUR,qubit,2,5,5,0,,35,0.96490079,0.0039805,13
DSATUR,qubit,2,5,5,0,,36,0.96701982,0.003650284,13
DSATUR,qubit,2,5,5,0,,37,0.969179233,0.003651925,13
DSATUR,qubit,2,5,5,0,,38,0.971419575,0.003817382,13
DSATUR,qubit,2,5,5,0,,39,0.973516416,0.0030386,13
DSATUR,qubit,2,5,5,0,,40,0.975610271,0.002243005,12
DSATUR,qubit,2,5,5,0,,41,0.977673265,0.002319294,12
DSATUR,qubit,2,5,5,0,,42,0.980409523,0.002223795,12
DSATUR,qubit,2,5,5,0,,43,0.983528138,0.002327778,12
DSATUR,qubit,2,5,5,0,,44,0.98645221,0.001685922,11
DSATUR,qubit,2,5,5,0,,45,0.988657561,0.00236137,10
DSATUR,qubit,2,5,5,0,,46,0.990451496,0.002319161,10
DSATUR,qubit,2,5,5,0,,47,0.991368756,0.002288353,10
DSATUR,qubit,2,5,5,0,,48,0.993921344,0.001211277,10
DSATUR,qubit,2,5,5,0,,49,0.997071773,0.001134474,10
DSATUR,qubit,2,5,5,0,,50,0.999122891,0.000621079,9
DSATUR,qubit,2,5,5,0,,51,0.999354814,0.000587423,9
DSATUR,qubit,2,5,5,0,,52,0.999354814,0.000587423,9
DSATUR,qubit,2,5,5,0,,53,0.999354814,0.000587423,8
DSATUR,qubit,2,5,5,0,,54,1,1.88E-14,8
DSATUR,qubit,2,5,5,0,,55,1,1.81E-14,8
DSATUR,qubit,2,5,5,0,,56,1,1.30E-14,8
DSATUR,qubit,2,5,5,0,,57,1,1.27E-14,6
DSATUR,qubit,2,5,5,0,,58,1,7.51E-15,6
DSATUR,qubit,2,5,5,0,,59,1,1.22E-14,6
DSATUR,qubit,2,5,5,0,,60,1,3.32E-14,6
DSATUR,qubit,2,5,5,0,,61,1,8.45E-15,6
DSATUR,qubit,2,5,5,0,,62,1,1.75E-14,6
DSATUR,qubit,2,5,5,0,,63,1,2.65E-14,5
DSATUR,qutrit,3,2,0,2,,1,0.864960984,0.017958732,5
DSATUR,qutrit,3,2,0,2,,2,0.876241492,0.020591676,4
DSATUR,qutrit,3,2,0,2,,3,0.88671629,0.01915677,4
DSATUR,qutrit,3,2,0,2,,4,0.894797712,0.023833958,4
DSATUR,qutrit,3,2,0,2,,5,0.901819057,0.021239559,4
DSATUR,qutrit,3,2,0,2,,6,0.905173595,0.019671668,4
DSATUR,qutrit,3,2,0,2,,7,0.908575434,0.023127181,3
DSATUR,qutrit,3,2,0,2,,8,0.910770959,0.020293325,3
DSATUR,qutrit,3,2,0,2,,9,0.917773073,0.020944864,3
DSATUR,qutrit,3,2,0,2,,10,0.926622423,0.023326527,3
DSATUR,qutrit,3,2,0,2,,11,0.933332724,0.018555066,3
DSATUR,qutrit,3,2,0,2,,12,0.934246249,0.019995675,3
DSATUR,qutrit,3,2,0,2,,13,0.941586985,0.01615586,3
DSATUR,qutrit,3,2,0,2,,14,0.947049542,0.016514989,3
DSATUR,qutrit,3,2,0,2,,15,0.950023265,0.016453023,3
DSATUR,qutrit,3,2,0,2,,16,0.958913804,0.013509584,2
DSATUR,qutrit,3,2,0,2,,17,0.962501957,0.010964543,2
DSATUR,qutrit,3,2,0,2,,18,0.967486184,0.012561581,2
DSATUR,qutrit,3,2,0,2,,19,0.969894829,0.01120499,2
DSATUR,qutrit,3,2,0,2,,20,0.971560562,0.010746299,2
DSATUR,qutrit,3,2,0,2,,21,0.973633361,0.009516249,2
DSATUR,qutrit,3,2,0,2,,22,0.975626726,0.008393589,2
DSATUR,qutrit,3,2,0,2,,23,0.978785526,0.007651725,2
DSATUR,qutrit,3,2,0,2,,24,0.985084129,0.006133066,2
DSATUR,qutrit,3,2,0,2,,25,0.989135802,0.004136838,2
DSATUR,qutrit,3,2,0,2,,26,0.990058012,0.004350881,2
DSATUR,qutrit,3,2,0,2,,27,0.992195115,0.004460324,2
DSATUR,qutrit,3,2,0,2,,28,0.99494706,0.004851928,2
DSATUR,qutrit,3,2,0,2,,29,1,1.03E-14,2
DSATUR,qutrit,3,3,0,3,,1,0.854230234,0.004750356,11
DSATUR,qutrit,3,3,0,3,,2,0.859566831,0.005010707,11
DSATUR,qutrit,3,3,0,3,,3,0.864013673,0.005946584,10
DSATUR,qutrit,3,3,0,3,,4,0.86681224,0.00594832,10
DSATUR,qutrit,3,3,0,3,,5,0.870154652,0.005623415,9
DSATUR,qutrit,3,3,0,3,,6,0.872541243,0.005751383,9
DSATUR,qutrit,3,3,0,3,,7,0.876159743,0.004394507,9
DSATUR,qutrit,3,3,0,3,,8,0.878980071,0.005155149,8
DSATUR,qutrit,3,3,0,3,,9,0.880361184,0.004858791,8
DSATUR,qutrit,3,3,0,3,,10,0.884074751,0.003929265,8
DSATUR,qutrit,3,3,0,3,,11,0.886654021,0.003877019,8
DSATUR,qutrit,3,3,0,3,,12,0.888588488,0.004151148,8
DSATUR,qutrit,3,3,0,3,,13,0.88936434,0.003953456,8
DSATUR,qutrit,3,3,0,3,,14,0.891325461,0.003793084,8
DSATUR,qutrit,3,3,0,3,,15,0.892606316,0.004215581,8
DSATUR,qutrit,3,3,0,3,,16,0.893656236,0.003808518,7
DSATUR,qutrit,3,3,0,3,,17,0.897082382,0.003428015,7
DSATUR,qutrit,3,3,0,3,,18,0.897978575,0.003405741,7
DSATUR,qutrit,3,3,0,3,,19,0.900458632,0.003052133,7
DSATUR,qutrit,3,3,0,3,,20,0.901733989,0.003774118,7
DSATUR,qutrit,3,3,0,3,,21,0.904240627,0.004091291,7
DSATUR,qutrit,3,3,0,3,,22,0.906186922,0.0032212,7
DSATUR,qutrit,3,3,0,3,,23,0.906988799,0.002973644,7
DSATUR,qutrit,3,3,0,3,,24,0.908479679,0.002658364,7
DSATUR,qutrit,3,3,0,3,,25,0.909724707,0.002382602,7
DSATUR,qutrit,3,3,0,3,,26,0.911004049,0.002327403,7
DSATUR,qutrit,3,3,0,3,,27,0.91277604,0.002143341,7
DSATUR,qutrit,3,3,0,3,,28,0.913827233,0.002346455,7
DSATUR,qutrit,3,3,0,3,,29,0.914716026,0.00253175,6
DSATUR,qutrit,3,3,0,3,,30,0.915716017,0.002283182,6
DSATUR,qutrit,3,3,0,3,,31,0.917260575,0.002383346,6
DSATUR,qutrit,3,3,0,3,,32,0.91985171,0.002524411,6
DSATUR,qutrit,3,3,0,3,,33,0.920703378,0.002673512,6
DSATUR,qutrit,3,3,0,3,,34,0.921364086,0.003159388,6
DSATUR,qutrit,3,3,0,3,,35,0.921624772,0.003003615,6
DSATUR,qutrit,3,3,0,3,,36,0.922035506,0.003123154,6
DSATUR,qutrit,3,3,0,3,,37,0.922806734,0.003241355,6
DSATUR,qutrit,3,3,0,3,,38,0.925955361,0.002909247,6
DSATUR,qutrit,3,3,0,3,,39,0.926480885,0.002913562,6
DSATUR,qutrit,3,3,0,3,,40,0.927528044,0.003300275,6
DSATUR,qutrit,3,3,0,3,,41,0.92822719,0.003033567,6
DSATUR,qutrit,3,3,0,3,,42,0.928557624,0.002980205,6
DSATUR,qutrit,3,3,0,3,,43,0.930270541,0.002890021,6
DSATUR,qutrit,3,3,0,3,,44,0.930270541,0.002890021,6
DSATUR,qutrit,3,3,0,3,,45,0.930815199,0.003146111,6
DSATUR,qutrit,3,3,0,3,,46,0.932540222,0.003835018,6
DSATUR,qutrit,3,3,0,3,,47,0.933199445,0.003723661,6
DSATUR,qutrit,3,3,0,3,,48,0.935473991,0.00353165,6
DSATUR,qutrit,3,3,0,3,,49,0.936434612,0.003595139,6
DSATUR,qutrit,3,3,0,3,,50,0.93808602,0.003102072,6
DSATUR,qutrit,3,3,0,3,,51,0.938737745,0.003270216,6
DSATUR,qutrit,3,3,0,3,,52,0.939608692,0.003152584,6
DSATUR,qutrit,3,3,0,3,,53,0.941141997,0.003302138,6
DSATUR,qutrit,3,3,0,3,,54,0.944073223,0.002561915,6
DSATUR,qutrit,3,3,0,3,,55,0.944789369,0.002442174,6
DSATUR,qutrit,3,3,0,3,,56,0.947019323,0.003419224,6
DSATUR,qutrit,3,3,0,3,,57,0.947946427,0.003910098,6
DSATUR,qutrit,3,3,0,3,,58,0.950421764,0.003147453,6
DSATUR,qutrit,3,3,0,3,,59,0.951469818,0.003264789,6
DSATUR,qutrit,3,3,0,3,,60,0.953607916,0.002071804,6
DSATUR,qutrit,3,3,0,3,,61,0.954842474,0.002274261,6
DSATUR,qutrit,3,3,0,3,,62,0.956033176,0.002079261,6
DSATUR,qutrit,3,3,0,3,,63,0.956411733,0.001635752,6
DSATUR,qutrit,3,3,0,3,,64,0.956871239,0.002122616,6
DSATUR,qutrit,3,3,0,3,,65,0.958169,0.002573618,6
DSATUR,qutrit,3,3,0,3,,66,0.959006159,0.002589242,6
DSATUR,qutrit,3,3,0,3,,67,0.959006123,0.002589286,6
DSATUR,qutrit,3,3,0,3,,68,0.961755217,0.002114953,5
DSATUR,qutrit,3,3,0,3,,69,0.963469315,0.001773759,5
DSATUR,qutrit,3,3,0,3,,70,0.965328202,0.002171704,5
DSATUR,qutrit,3,3,0,3,,71,0.9657321,0.002115255,5
DSATUR,qutrit,3,3,0,3,,72,0.966846436,0.001684654,5
DSATUR,qutrit,3,3,0,3,,73,0.966915493,0.001715536,5
DSATUR,qutrit,3,3,0,3,,74,0.967092756,0.001690983,5
DSATUR,qutrit,3,3,0,3,,75,0.967372241,0.00145884,5
DSATUR,qutrit,3,3,0,3,,76,0.96737224,0.00145884,5
DSATUR,qutrit,3,3,0,3,,77,0.96737224,0.00145884,5
DSATUR,qutrit,3,3,0,3,,78,0.96737224,0.00145884,5
DSATUR,qutrit,3,3,0,3,,79,0.96737224,0.001458839,5
DSATUR,qutrit,3,3,0,3,,80,0.967566911,0.001599715,5
DSATUR,qutrit,3,3,0,3,,81,0.968271559,0.00190825,5
DSATUR,qutrit,3,3,0,3,,82,0.968716006,0.001627411,5
DSATUR,qutrit,3,3,0,3,,83,0.968716006,0.001627411,5
DSATUR,qutrit,3,3,0,3,,84,0.968916315,0.001813365,4
DSATUR,qutrit,3,3,0,3,,85,0.969514535,0.001446427,4
DSATUR,qutrit,3,3,0,3,,86,0.970664151,0.001475235,4
DSATUR,qutrit,3,3,0,3,,87,0.971794036,0.001801631,4
DSATUR,qutrit,3,3,0,3,,88,0.973288338,0.001636166,4
DSATUR,qutrit,3,3,0,3,,89,0.973991364,0.001737832,4
DSATUR,qutrit,3,3,0,3,,90,0.974713057,0.001671544,4
DSATUR,qutrit,3,3,0,3,,91,0.975662674,0.001589433,4
DSATUR,qutrit,3,3,0,3,,92,0.976404241,0.001473873,4
DSATUR,qutrit,3,3,0,3,,93,0.977464262,0.001537251,4
DSATUR,qutrit,3,3,0,3,,94,0.978017155,0.001278612,4
DSATUR,qutrit,3,3,0,3,,95,0.979086688,0.001136807,4
DSATUR,qutrit,3,3,0,3,,96,0.979879473,0.000842396,4
DSATUR,qutrit,3,3,0,3,,97,0.98088199,0.000726212,4
DSATUR,qutrit,3,3,0,3,,98,0.981601477,0.000703528,4
DSATUR,qutrit,3,3,0,3,,99,0.982591082,0.000668317,4
DSATUR,qutrit,3,3,0,3,,100,0.982982113,0.000878597,4
DSATUR,qutrit,3,3,0,3,,101,0.982982113,0.000878597,4
DSATUR,qutrit,3,3,0,3,,102,0.983187223,0.000983569,4
DSATUR,qutrit,3,3,0,3,,103,0.98357531,0.001127066,4
DSATUR,qutrit,3,3,0,3,,104,0.984213475,0.001438978,4
DSATUR,qutrit,3,3,0,3,,105,0.984922649,0.001491457,4
DSATUR,qutrit,3,3,0,3,,106,0.985843307,0.001451148,4
DSATUR,qutrit,3,3,0,3,,107,0.986762723,0.001266715,4
DSATUR,qutrit,3,3,0,3,,108,0.988069444,0.001433689,4
DSATUR,qutrit,3,3,0,3,,109,0.989656586,0.001313462,4
DSATUR,qutrit,3,3,0,3,,110,0.991038132,0.001378127,4
DSATUR,qutrit,3,3,0,3,,111,0.992025233,0.001462196,4
DSATUR,qutrit,3,3,0,3,,112,0.992927524,0.001275921,4
DSATUR,qutrit,3,3,0,3,,113,0.9944968,0.001752337,4
DSATUR,qutrit,3,3,0,3,,114,0.995609274,0.000903072,4
DSATUR,qutrit,3,3,0,3,,115,0.995863324,0.001004985,4
DSATUR,qutrit,3,3,0,3,,116,0.996414995,0.001020448,4
DSATUR,qutrit,3,3,0,3,,117,0.996952904,0.0006962,4
DSATUR,qutrit,3,3,0,3,,118,0.997699326,0.000848652,4
DSATUR,qutrit,3,3,0,3,,119,0.998694165,0.001169219,4
DSATUR,qutrit,3,3,0,3,,120,0.999434922,0.000609309,4
DSATUR,qutrit,3,3,0,3,,121,0.999434922,0.000609309,4
DSATUR,qutrit,3,3,0,3,,122,0.999434922,0.000609309,4
DSATUR,qutrit,3,3,0,3,,123,0.999434922,0.000609309,4
DSATUR,qutrit,3,3,0,3,,124,0.999434922,0.000609309,4
DSATUR,qutrit,3,3,0,3,,125,0.999434922,0.000609309,4
DSATUR,qutrit,3,3,0,3,,126,1,3.86E-14,4
DSATUR,qutrit,3,3,0,3,,127,1,1.71E-14,4
DSATUR,qutrit,3,3,0,3,,128,1,5.70E-14,4
DSATUR,qutrit,3,3,0,3,,129,1,7.64E-15,3
DSATUR,qutrit,3,3,0,3,,130,1,2.71E-14,3
DSATUR,qutrit,3,3,0,3,,131,1,3.30E-14,2
DSATUR,qutrit,3,3,0,3,,132,1,4.02E-14,2
DSATUR,hybrid,,,1,1,1q⊗1t,1,0.876395676,0.030571667,5
DSATUR,hybrid,,,1,1,1q⊗1t,2,0.896690484,0.028175294,4
DSATUR,hybrid,,,1,1,1q⊗1t,3,0.91020085,0.026706716,4
DSATUR,hybrid,,,1,1,1q⊗1t,4,0.928409087,0.02057889,3
DSATUR,hybrid,,,1,1,1q⊗1t,5,0.939249529,0.010534479,3
DSATUR,hybrid,,,1,1,1q⊗1t,6,0.942328807,0.01234009,2
DSATUR,hybrid,,,1,1,1q⊗1t,7,0.944240729,0.013344102,2
DSATUR,hybrid,,,1,1,1q⊗1t,8,0.94828931,0.017324031,2
DSATUR,hybrid,,,1,1,1q⊗1t,9,0.954260884,0.014307937,2
DSATUR,hybrid,,,1,1,1q⊗1t,10,0.965343529,0.016669451,2
DSATUR,hybrid,,,1,1,1q⊗1t,11,0.972556938,0.019192746,2
DSATUR,hybrid,,,1,1,1q⊗1t,12,0.990291356,0.00784819,2
DSATUR,hybrid,,,1,1,1q⊗1t,13,1,1.34E-14,2
DSATUR,hybrid,,,1,2,1q⊗2t,1,0.859464239,0.008115994,12
DSATUR,hybrid,,,1,2,1q⊗2t,2,0.865194532,0.007936375,9
DSATUR,hybrid,,,1,2,1q⊗2t,3,0.870157191,0.007869034,9
DSATUR,hybrid,,,1,2,1q⊗2t,4,0.876253075,0.008610196,8
DSATUR,hybrid,,,1,2,1q⊗2t,5,0.88191559,0.008927691,8
DSATUR,hybrid,,,1,2,1q⊗2t,6,0.884373641,0.008123771,8
DSATUR,hybrid,,,1,2,1q⊗2t,7,0.888733144,0.008817818,8
DSATUR,hybrid,,,1,2,1q⊗2t,8,0.893349597,0.009016177,7
DSATUR,hybrid,,,1,2,1q⊗2t,9,0.896414197,0.008646918,6
DSATUR,hybrid,,,1,2,1q⊗2t,10,0.901303842,0.008100025,6
DSATUR,hybrid,,,1,2,1q⊗2t,11,0.903786586,0.008852789,6
DSATUR,hybrid,,,1,2,1q⊗2t,12,0.906727131,0.008245118,6
DSATUR,hybrid,,,1,2,1q⊗2t,13,0.909455359,0.008608806,6
DSATUR,hybrid,,,1,2,1q⊗2t,14,0.912695248,0.007327048,6
DSATUR,hybrid,,,1,2,1q⊗2t,15,0.915556315,0.007859339,6
DSATUR,hybrid,,,1,2,1q⊗2t,16,0.920710703,0.008714529,6
DSATUR,hybrid,,,1,2,1q⊗2t,17,0.923095931,0.008318567,6
DSATUR,hybrid,,,1,2,1q⊗2t,18,0.926412418,0.008356284,5
DSATUR,hybrid,,,1,2,1q⊗2t,19,0.931106256,0.008379425,5
DSATUR,hybrid,,,1,2,1q⊗2t,20,0.934681169,0.007539385,5
DSATUR,hybrid,,,1,2,1q⊗2t,21,0.937151405,0.007125253,5
DSATUR,hybrid,,,1,2,1q⊗2t,22,0.941849194,0.007756744,5
DSATUR,hybrid,,,1,2,1q⊗2t,23,0.945564784,0.007408568,5
DSATUR,hybrid,,,1,2,1q⊗2t,24,0.948178238,0.007762421,5
DSATUR,hybrid,,,1,2,1q⊗2t,25,0.949102698,0.008030151,5
DSATUR,hybrid,,,1,2,1q⊗2t,26,0.949825641,0.007271277,5
DSATUR,hybrid,,,1,2,1q⊗2t,27,0.949779698,0.007213427,5
DSATUR,hybrid,,,1,2,1q⊗2t,28,0.951601798,0.007020329,4
DSATUR,hybrid,,,1,2,1q⊗2t,29,0.953210183,0.007529067,4
DSATUR,hybrid,,,1,2,1q⊗2t,30,0.956606636,0.007380725,4
DSATUR,hybrid,,,1,2,1q⊗2t,31,0.95767396,0.00709439,4
DSATUR,hybrid,,,1,2,1q⊗2t,32,0.960953434,0.004521206,4
DSATUR,hybrid,,,1,2,1q⊗2t,33,0.963067143,0.004849015,4
DSATUR,hybrid,,,1,2,1q⊗2t,34,0.965777289,0.003978329,4
DSATUR,hybrid,,,1,2,1q⊗2t,35,0.968163769,0.004612677,4
DSATUR,hybrid,,,1,2,1q⊗2t,36,0.97055785,0.004839727,4
DSATUR,hybrid,,,1,2,1q⊗2t,37,0.972679812,0.006085102,4
DSATUR,hybrid,,,1,2,1q⊗2t,38,0.976475694,0.005930654,4
DSATUR,hybrid,,,1,2,1q⊗2t,39,0.977080503,0.006350711,4
DSATUR,hybrid,,,1,2,1q⊗2t,40,0.978746676,0.006696674,4
DSATUR,hybrid,,,1,2,1q⊗2t,41,0.980551313,0.006089835,4
DSATUR,hybrid,,,1,2,1q⊗2t,42,0.981039581,0.006375086,4
DSATUR,hybrid,,,1,2,1q⊗2t,43,0.981768855,0.006379488,4
DSATUR,hybrid,,,1,2,1q⊗2t,44,0.982790003,0.005688451,4
DSATUR,hybrid,,,1,2,1q⊗2t,45,0.987029813,0.005469693,4
DSATUR,hybrid,,,1,2,1q⊗2t,46,0.988560756,0.004973704,4
DSATUR,hybrid,,,1,2,1q⊗2t,47,0.990649893,0.003674824,4
DSATUR,hybrid,,,1,2,1q⊗2t,48,0.991502162,0.003252892,4
DSATUR,hybrid,,,1,2,1q⊗2t,49,0.992892415,0.00270122,4
DSATUR,hybrid,,,1,2,1q⊗2t,50,0.993762075,0.003162466,4
DSATUR,hybrid,,,1,2,1q⊗2t,51,0.993762076,0.003162466,4
DSATUR,hybrid,,,1,2,1q⊗2t,52,0.993762075,0.003162466,4
DSATUR,hybrid,,,1,2,1q⊗2t,53,0.993762076,0.003162466,4
DSATUR,hybrid,,,1,2,1q⊗2t,54,0.993762075,0.003162466,4
DSATUR,hybrid,,,1,2,1q⊗2t,55,0.994693416,0.002619782,4
DSATUR,hybrid,,,1,2,1q⊗2t,56,0.995811838,0.002423388,4
DSATUR,hybrid,,,1,2,1q⊗2t,57,0.995811838,0.002423389,4
DSATUR,hybrid,,,1,2,1q⊗2t,58,0.996292064,0.002640894,3
DSATUR,hybrid,,,1,2,1q⊗2t,59,0.997533521,0.00207891,3
